"area","bacia","capacidade","data_informacao","estado","fonte","hectares","id","municipio","nome","nome_sem_acento","perimetro","reservat","reservat_sem_acento","tipo","uf","volume","volume_percentual"
389503.92,"Espinharas",1.95,2017-03-03,"PARAÍBA","AESA",38.95,12385,"Teixeira","Sabonete","Sabonete",3806.42,"Açude Sabonete","Acude Sabonete","reservatorio","PB",0,0
11830134.37,"Piranhas/Assu",65.33,2017-03-03,"RIO GRANDE DO NORTE","ANA",1183.01,12386,"São João do Sabugi","Sabugi","Sabugi",72405.22,"Açude Sabugi","Acude Sabugi","reservatorio","RN",8.96,13.7
5231541.05,"Piancó",97.49,2017-03-14,"PARAÍBA","AESA",523.15,12387,"Pedra Branca / Princesa Isabel","Saco","Saco",46331.57,"Açude Saco","Acude Saco","reservatorio","PB",17.91,18.4
18387500.4,"Garças",123.52,2017-03-14,"PERNAMBUCO","ANA",1838.75,12388,"Santa Maria da Boa Vista / Lagoa Grande / Santa Cruz","Saco II","Saco II",147422.41,"Açude Saco II","Acude Saco II","reservatorio","PE",4.02,3.2
0,"Curu",6.04,2017-03-17,"CEARÁ","ANA",88.21,12389,"Canindé","Salão","Salao",11597.99,"Açude Salão","Acude Salao","reservatorio","CE",1.07,17.7
485992.41,"Terra Nova",14.7,2017-02-24,"PERNAMBUCO","ANA",48.6,12390,"Verdejante","Salgueiro","Salgueiro",7199.09,"Açude Salgueiro","Acude Salgueiro","reservatorio","PE",0,0
0,"Canindé",387.41,2017-02-20,"PIAUÍ","ANA",1355.05,12391,"São Francisco do Piauí","Salinas","Salinas",54583.44,"Açude Salinas","Acude Salinas","reservatorio","PI",283,73
32060596.76,"Apodi/Mossoró",599.71,2017-03-17,"RIO GRANDE DO NORTE","GOVERNO RN",3206.06,12392,"Apodi","Santa Cruz do Apodi","Santa Cruz do Apodi",121561.66,"Açude Santa Cruz do Apodi","Acude Santa Cruz do Apodi","reservatorio","RN",135.78,22.6
1382564.52,"Trairi",5.16,2016-10-26,"RIO GRANDE DO NORTE","ANA",138.26,12393,"Santa Cruz","Santa Cruz","Santa Cruz",12640.59,"Açude Santa Cruz","Acude Santa Cruz","reservatorio","RN",0,0
1884501.42,"Piancó",26.12,2017-03-16,"PARAÍBA","AESA",188.45,12395,"Santa Inês","Santa Inês","Santa Ines",24655.41,"Açude Santa Inês","Acude Santa Ines","reservatorio","PB",0.59,2.3
1683444.53,"Seridó",11.96,2017-03-07,"PARAÍBA","AESA",168.34,12396,"Santa Luzia","Santa Luzia","Santa Luzia",7451.51,"Açude Santa Luzia (Tartaruga)","Acude Santa Luzia (Tartaruga)","reservatorio","PB",0.34,2.8
3168030.69,"Médio Jaguaribe",5.87,2017-03-18,"CEARÁ","ANA",316.8,12397,"Ererê","Santa Maria","Santa Maria",15316.67,"Açude Santa Maria","Acude Santa Maria","reservatorio","CE",0.19,3.2
0,"Litoral",8.2,2017-03-18,"CEARÁ","ANA",232.73,12398,"Sobral","Santa Maria do Aracatiaçu","Santa Maria do Aracatiacu",17507.44,"Açude Santa Maria do Aracatiaçu","Acude Santa Maria do Aracatiacu","reservatorio","CE",1.16,14.2
1597644.5,"Médio Piranhas",2.84,2017-03-15,"PARAÍBA","AESA",159.76,12399,"Brejo do Cruz","Santa Rosa","Santa Rosa",9524.77,"Açude Santa Rosa","Acude Santa Rosa","reservatorio","PB",0.12,4.1
5545617.69,"Alto Paraíba",24.42,2016-12-10,"PARAÍBA","ANA",554.56,12400,"São Sebastião do Umbuzeiro","Santo Antônio","Santo Antonio",32399.19,"Açude Santo Antônio","Acude Santo Antonio","reservatorio","PB",0.16,0.7
0,"Médio Jaguaribe",0.83,2017-03-16,"CEARÁ","ANA",16.26,12401,"Iracema","Santo Antônio","Santo Antonio",3369.56,"Açude Santo Antônio","Acude Santo Antonio","reservatorio","CE",0.01,1.2
3226153.91,"Apodi/Mossoró",8.54,2017-03-08,"RIO GRANDE DO NORTE","ANA",322.62,12402,"Caraúbas / Janduís","Santo Antônio de Caraúbas","Santo Antonio de Caraubas",17620.21,"Santo Antônio de Caraúbas","Santo Antonio de Caraubas","reservatorio","RN",0.85,10
5370080.79,"Litoral",24.34,2017-03-18,"CEARÁ","ANA",537.01,12403,"Sobral / Irauçuba","Santo Antônio do Aracatiaçu","Santo Antonio do Aracatiacu",39830.22,"Açude Santo Antônio do Aracatiaçu","Acude Santo Antonio do Aracatiacu","reservatorio","CE",6.3,25.9
5974737.41,"Baixo Jaguaribe",24,2017-03-16,"CEARÁ","ANA",597.47,12404,"Russas","Santo Antônio de Russas","Santo Antonio de Russas",29060.84,"Açude Santo Antônio de Russas","Acude Santo Antonio de Russas","reservatorio","CE",0,0
0,"Curu",3.2,2017-03-17,"CEARÁ","ANA",51.99,12405,"Caridade","São Domingos","Sao Domingos",7068.79,"Açude São Domingos","Acude Sao Domingos","reservatorio","CE",0,0
1159763.71,"Alto Paraíba",7.76,2017-03-17,"PARAÍBA","AESA",115.98,12406,"São Domingos do Cariri","São Domingos","Sao Domingos",10893.46,"Açude São Domingos","Acude Sao Domingos","reservatorio","PB",1.44,18.5
231536.35,"Salgado",2.25,2017-03-18,"CEARÁ","ANA",23.15,12407,"Caririaçu","São Domingos II","Sao Domingos II",3915.78,"Açude São Domingos II","Acude Sao Domingos II","reservatorio","CE",0.2,8.9
977042.21,"Espinharas",4.92,2017-03-01,"PARAÍBA","AESA",97.7,12408,"Teixeira","São Francisco II","Sao Francisco II",11816.32,"Açude São Francisco II","Acude Sao Francisco II","reservatorio","PB",0.06,1.3
3888080.07,"Alto Piranhas",44.6,2017-03-17,"PARAÍBA","AESA",388.81,12409,"Sousa / Marizópolis","São Gonçalo","Sao Goncalo",39916.12,"Açude São Gonçalo","Acude Sao Goncalo","reservatorio","PB",11.56,25.9
416464.61,"São Francisco",1.53,2015-03-18,"ALAGOAS","ANA",41.65,12410,"São José da Tapera","São José da Tapera","Sao Jose da Tapera",5749.49,"Açude São José da Tapera","Acude Sao Jose da Tapera","reservatorio","AL",0.92,60.1
22206667.02,"Paraguaçu",357,2016-11-28,"BAHIA","ANA",2220.67,12411,"Quixabeira / Várzea da Roça / São José do Jacuípe","São José do Jacuípe","Sao Jose do Jacuipe",123925.62,"Barragem João Durval Carneiro (São José do Jacuípe)","Barragem Joao Durval Carneiro (Sao Jose do Jacuipe)","reservatorio","BA",53,14.8
627374.45,"Banabuiú",7.67,2015-02-09,"CEARÁ","ANA",62.74,12412,"Boa Viagem","São José I","Sao Jose I",6711.49,"Açude São José I","Acude Sao Jose I","reservatorio","CE",0.12,1.6
589659.68,"Alto Piranhas",3.05,2017-03-18,"PARAÍBA","AESA",58.97,12413,"São José de Piranhas","São José I","Sao Jose I",8084.97,"Açude São José","Acude Sao Jose","reservatorio","PB",0.36,11.8
469939.98,"Alto Paraíba",1.31,2017-03-17,"PARAÍBA","AESA",46.99,12414,"Monteiro","São José II","Sao Jose II",6021.63,"Açude São José","Acude Sao Jose","reservatorio","PB",0.39,29.5
1954883.66,"Banabuiú",29.14,2017-03-18,"CEARÁ","ANA",195.49,12415,"Piquet Carneiro","São José II","Sao Jose II",28937,"Açude São José II","Acude Sao Jose II","reservatorio","CE",0.01,0
957379.46,"Pajeu",7.15,2016-08-11,"PERNAMBUCO","ANA",95.74,12416,"São José do Egito","São José II","Sao Jose II",12062.73,"Açude São José II","Acude Sao Jose II","reservatorio","PE",1.48,20.7
916825.01,"Taperoá",0.96,2017-03-09,"PARAÍBA","AESA",91.68,12417,"São José dos Cordeiros","São José III","Sao Jose III",8844.36,"Açude São José III","Acude Sao Jose III","reservatorio","PB",0,0.4
0,"Parnaíba-CE",7.96,2017-03-18,"CEARÁ","ANA",184.75,12418,"Ipaporanga","São José III","Sao Jose III",13812.28,"Açude São José III","Acude Sao Jose III","reservatorio","CE",0.32,4
0,"Seridó",0.55,2017-01-26,"PARAÍBA","ANA",2.01,12419,"São José do Sabugi","São José IV","Sao Jose IV",1053.96,"Açude São José IV","Acude Sao Jose IV","reservatorio","PB",0,0
3688228.01,"Seridó",15.79,2017-03-09,"PARAÍBA","AESA",368.82,12420,"São Mamede","São Mamede","Sao Mamede",25549.23,"Açude São Mamede","Acude Sao Mamede","reservatorio","PB",0,0
0,"Curu",10.33,2017-03-18,"CEARÁ","ANA",70.59,12421,"Canindé","São Mateus","Sao Mateus",11062.85,"Açude São Mateus","Acude Sao Mateus","reservatorio","CE",7.81,75.6
1751965.71,"Alto Paraíba",8.46,2017-01-26,"PARAÍBA","ANA",175.2,12422,"Prata","São  Paulo","Sao  Paulo",10448.66,"Açude São Paulo","Acude Sao Paulo","reservatorio","PB",0.03,0.4
0,"Litoral",19.25,2017-03-18,"CEARÁ","ANA",293.58,12423,"Miraíma / Sobral","São Pedro da Timbaúba","Sao Pedro da Timbauba",14763.01,"Açude Sao Pedro da Timbaúba","Acude Sao Pedro da Timbauba","reservatorio","CE",11.71,60.8
0,"Mamanguape",0.45,2016-12-21,"PARAÍBA","ANA",6.45,12425,"Esperança / São Sebastião de Lagoa de Roça","São  Sebastião","Sao  Sebastiao",1523.82,"Açude São Sebastião","Acude Sao Sebastiao","reservatorio","PB",0.23,51.1
0,"Acaraú",9.84,2017-03-17,"CEARÁ","ANA",153.25,12426,"Santana do Acaraú","São  Vicente","Sao  Vicente",20855.93,"Açude São Vicente","Acude Sao Vicente","reservatorio","CE",6.1,62
5319956.36,"Banabuiú",43,2017-03-16,"CEARÁ","ANA",532,12427,"Mombaça","Serafim Dias","Serafim Dias",64966.61,"Açude Serafim Dias","Acude Serafim Dias","reservatorio","CE",0,0
548499.53,"Taperoá",2.12,2017-01-26,"PARAÍBA","ANA",54.85,12428,"Serra Branca","Serra Branca I","Serra Branca I",4763.82,"Açude Serra Branca I","Acude Serra Branca I","reservatorio","PB",0,0
611693.97,"Taperoá",14.04,2017-01-26,"PARAÍBA","ANA",61.17,12429,"Serra Branca","Serra Branca II","Serra Branca II",5244.07,"Açude Serra Branca II","Acude Serra Branca II","reservatorio","PB",0.22,1.6
1126504.81,"Piancó",11.8,2017-02-09,"PARAÍBA","AESA",112.65,12430,"Conceição","Serra Vermelha I","Serra Vermelha I",10314.08,"Açude Serra Vermelha I","Acude Serra Vermelha I","reservatorio","PB",0.13,1.1
34036429.84,"Pajeu",311.08,2016-12-21,"PERNAMBUCO","ANA",3403.64,12431,"Serra Talhada","Serrinha II","Serrinha II",159091.16,"Açude Serrinha I","Acude Serrinha I","reservatorio","PE",14.92,4.8
448459.29,"Pajeu",1.26,2016-03-31,"PERNAMBUCO","ANA",44.85,12432,"Brejinho","Serrinha/Serraria","Serrinha/Serraria",4359.42,"Açude Serraria","Acude Serraria","reservatorio","PE",0.22,17.6
436781.32,"Pajeu",1.62,2012-06-04,"PERNAMBUCO","ANA",43.68,12433,"São José do Belmonte","Serrote","Serrote",6591.09,"Açude Serrote","Acude Serrote","reservatorio","PE",0,0
297455.23,"Itapicuru",10.8,2013-11-30,"BAHIA","ANA",29.75,12434,"Serrolândia","Serrote","Serrote",4819.19,"Açude Serrote","Acude Serrote","reservatorio","BA",0,0
778541.76,"Alto Paraíba",5.71,2017-01-26,"PARAÍBA","ANA",77.85,12435,"Monteiro","Serrote","Serrote",4786.87,"Açude Serrote","Acude Serrote","reservatorio","PB",0.05,0.8
496161.23,"São Francisco",1.73,2015-03-18,"ALAGOAS","ANA",49.62,12436,"Major Isidoro","Sertão de Baixo","Sertao de Baixo",5358.68,"Açude Sertão de Baixo","Acude Sertao de Baixo","reservatorio","AL",0.52,30.1
378732.62,"Mamanguape",3.02,2016-12-12,"PARAÍBA","ANA",37.87,12438,"Massaranduba","Sindô Ribeiro","Sindo Ribeiro",3588.09,"Açude Sindô Ribeiro","Acude Sindo Ribeiro","reservatorio","PB",0.99,32.8
0,"Metropolitana",126,2017-03-18,"CEARÁ","ANA",1842.25,12440,"Pentecoste / Caucaia","Sítios Novos","Sitios Novos",70070.46,"Açude Sítios Novos","Acude Sitios Novos","reservatorio","CE",0.35,0.3
0,"Acaraú",4.68,2017-03-16,"CEARÁ","ANA",72.12,12441,"Sobral","Sobral","Sobral",6449.94,"Açude Sobral (Cachoeira)","Acude Sobral (Cachoeira)","reservatorio","CE",0.99,21.2
0,"Itapicuru",14.46,2016-02-19,"BAHIA","ANA",29.69,12442,"Senhor do Bonfim","Sohen","Sohen",4350.23,"Açude Sohen","Acude Sohen","reservatorio","BA",12.77,88.3
1776891.92,"Taperoá",27.06,2017-03-08,"PARAÍBA","AESA",177.69,12443,"Soledade","Soledade","Soledade",11988.4,"Açude Soledade","Acude Soledade","reservatorio","PB",0,0
938208.93,"Apodi/Mossoró",2.33,2016-04-06,"RIO GRANDE DO NORTE","ANA",93.82,12444,"Rodolfo Fernandes","Sossego","Sossego",5372.89,"Açude Sossego","Acude Sossego","reservatorio","RN",0,0
0,"Curu",30.84,2017-03-18,"CEARÁ","ANA",150.14,12445,"Canindé","Sousa","Sousa",18196.55,"Açude Sousa","Acude Sousa","reservatorio","CE",2.39,7.8
1670057.74,"Parnaíba-CE",10,2017-03-17,"CEARÁ","ANA",167.01,12446,"Tamboril","Sucesso","Sucesso",10680.18,"Açude Sucesso","Acude Sucesso","reservatorio","CE",0.08,0.8
5101412.4,"Alto Paraíba",44.86,2017-03-17,"PARAÍBA","AESA",510.14,12447,"Sumé","Sumé","Sume",43089.62,"Açude Sumé","Acude Sume","reservatorio","PB",1.81,4
3105090.26,"Médio Piranhas",26.42,2017-03-10,"PARAÍBA","AESA",310.51,12450,"Brejo do Cruz / Belém do Brejo do Cruz","Tapera","Tapera",14562.55,"Açude Tapera","Acude Tapera","reservatorio","PB",3.52,13.3
4900938.68,"Taperoá",15.15,2017-03-16,"PARAÍBA","AESA",490.09,12451,"Taperoá","Taperoá II (Manoel Marcionilo)","Taperoa II (Manoel Marcionilo)",25053.63,"Açude Manoel Marcionilo (Taperoá II)","Acude Manoel Marcionilo (Taperoa II)","reservatorio","PB",5.69,37.6
224239.19,"Ipojuca",1.35,2017-02-24,"PERNAMBUCO","ANA",22.42,12452,"Caruaru","Taquara","Taquara",2612.31,"Açude Guilherme de Azevedo (da Taquara)","Acude Guilherme de Azevedo (da Taquara)","reservatorio","PE",0,0
0,"Acaraú",320.78,2017-03-17,"CEARÁ","ANA",1530.51,12453,"Cariré","Taquara","Taquara",71652.85,"Açude Taquara","Acude Taquara","reservatorio","CE",54.95,17.1
521802.1,"Salgado",2.72,2017-03-18,"CEARÁ","ANA",52.18,12454,"Icó","Tatajuba","Tatajuba",8424.43,"Açude Tatajuba","Acude Tatajuba","reservatorio","CE",1.37,50.4
774444.59,"Piancó",9,2017-03-15,"PARAÍBA","AESA",77.44,12456,"Tavares","Tavares II","Tavares II",6155.55,"Açude Tavares II","Acude Tavares II","reservatorio","PB",4.8,53.3
0,"Curu",28.11,2017-03-17,"CEARÁ","ANA",276.84,12457,"Tejuçuoca","Tejuçuoca","Tejucuoca",33170.6,"Açude Tejuçuoca","Acude Tejucuoca","reservatorio","CE",2.61,9.3
840389.96,"Apodi/Mossoró",3.9,2016-04-06,"RIO GRANDE DO NORTE","ANA",84.04,12458,"Francisco Dantas","Tesoura","Tesoura",6368.12,"Açude Tesoura","Acude Tesoura","reservatorio","RN",0,0
2640692.49,"Salgado",28.78,2017-03-18,"CEARÁ","ANA",264.07,12459,"Crato","Umari","Umari",28843.37,"Açude Thomas Osterne (Umari)","Acude Thomas Osterne (Umari)","reservatorio","CE",4.95,17.2
805280.22,"Médio Jaguaribe",3.51,2017-03-18,"CEARÁ","ANA",80.53,12460,"Solonópole","Tigre","Tigre",12801.57,"Açude Tigre","Acude Tigre","reservatorio","CE",0.16,4.6
0,"Metropolitana",0.97,2017-03-18,"CEARÁ","ANA",11.72,12461,"Baturité","Tijuquinha","Tijuquinha",2462.88,"Açude Tijuquinha","Acude Tijuquinha","reservatorio","CE",0.88,90.7
2015870.72,"Piancó",15.44,2017-03-15,"PARAÍBA","AESA",201.59,12462,"Juru","Timbaúba","Timbauba",17721.81,"Açude Timbaúba","Acude Timbauba","reservatorio","PB",1.4,9.1
855179.67,"Apodi/Mossoró",7.99,2017-03-07,"RIO GRANDE DO NORTE","GOVERNO RN",85.52,12463,"Patu","Tourão","Tourao",8185.14,"Açude Tourão","Acude Tourao","reservatorio","RN",0.25,3.1
3786575.87,"Trairi",35.23,2016-10-26,"RIO GRANDE DO NORTE","ANA",378.66,12464,"Tangará","Trairi","Trairi",29379.9,"Açude Trairi","Acude Trairi","reservatorio","RN",0,0
1806617.8,"Banabuiú",18.19,2017-03-16,"CEARÁ","ANA",180.66,12465,"Pedra Branca","Trapiá II","Trapia II",21286.04,"Açude Trapiá II","Acude Trapia II","reservatorio","CE",0,0
0,"Coreaú",5.51,2017-03-18,"CEARÁ","ANA",81.63,12466,"Coreaú","Trapiá","Trapia",9020.52,"Açude Trapiá","Acude Trapia","reservatorio","CE",3.7,67.2
0,"São Francisco",0.41,2017-03-08,"ALAGOAS","ANA",0.92,12467,"Major Isidoro","Travessia","Travessia",605.65,"Açude Travessia","Acude Travessia","reservatorio","AL",0.08,18.3
1964779.44,"Rio de Contas",23.75,2017-03-03,"BAHIA","ANA",196.48,12468,"Tremedal","Tremedal","Tremedal",15483.26,"Açude Tremedal","Acude Tremedal","reservatorio","BA",19.35,81.5
1352336.51,"São Francisco",7.98,2016-12-30,"SERGIPE","ANA",135.23,12469,"Gracho Cardoso","Três Barras","Tres Barras",20605.11,"Açude Três Barras","Acude Tres Barras","reservatorio","SE",2.16,27
2877716.68,"Alto Jaguaribe",16.5,2017-03-14,"CEARÁ","ANA",287.77,12470,"Tauá","Trici","Trici",20948.74,"Açude Trici","Acude Trici","reservatorio","CE",5.31,32.2
16775823.5,"Alto Jaguaribe",301,2017-03-17,"CEARÁ","ANA",1677.58,12471,"Iguatu / Acopiara / Jucás","Trussu","Trussu",112658.38,"Açude Trussu (Roberto Costa)","Acude Trussu (Roberto Costa)","reservatorio","CE",35.74,11.9
0,"Rio de Contas",39,2017-03-03,"BAHIA","ANA",388.48,12472,"Licínio de Almeida / Caculé","Truvisco","Truvisco",35044.45,"Açude Truvisco","Acude Truvisco","reservatorio","BA",8.4,21.5
6236851.43,"Salgado",31.8,2017-03-18,"CEARÁ","ANA",623.69,12474,"Várzea Alegre","Ubaldinho","Ubaldinho",32977.22,"Açude Ubaldinho","Acude Ubaldinho","reservatorio","CE",8.15,25.6
0,"Bababuiú",35.04,2017-03-18,"CEARÁ","ANA",375.35,12475,"Madalena","Umari","Umari",32999.42,"Açude Umari","Acude Umari","reservatorio","CE",19.81,56.5
22734862.28,"Apodi/Mossoró",292.81,2017-03-08,"RIO GRANDE DO NORTE","GOVERNO RN",2273.49,12476,"Upanema / Augusto Severo","Umari","Umari",116564.61,"Barragem Umari","Barragem Umari","reservatorio","RN",46.83,16
765917.17,"Apodi/Mossoró",3.1,2016-04-06,"RIO GRANDE DO NORTE","ANA",76.59,12477,"Umarizal","Umarizal","Umarizal",7068.41,"Açude Umarizal (Inspetoria)","Acude Umarizal (Inspetoria)","reservatorio","RN",0,0
221139.68,"Alto Jaguaribe",2.02,2017-03-18,"CEARÁ","ANA",22.11,12480,"Assaré / Altaneira","Valério","Valerio",4689.97,"Açude Valério","Acude Valerio","reservatorio","CE",1.86,92.1
752995.81,"Seridó",1.13,2017-03-15,"PARAÍBA","AESA",75.3,12481,"Várzea","Várzea","Varzea",6553.17,"Açude Várzea","Acude Varzea","reservatorio","PB",0.16,14
11680638.63,"Alto Jaguaribe",51.91,2017-03-16,"CEARÁ","ANA",1168.06,12483,"Tauá","Várzea do Boi","Varzea do Boi",57125.48,"Açude Várzea do Boi","Acude Varzea do Boi","reservatorio","CE",0.62,1.2
3108912.97,"Seridó",21.53,2017-01-26,"PARAÍBA","ANA",310.89,12485,"Picuí","Várzea Grande","Varzea Grande",26900.62,"Açude Várzea Grande","Acude Varzea Grande","reservatorio","PB",0.12,0.5
0,"Brígida",1.13,2015-04-28,"PERNAMBUCO","ANA",8.55,12486,"Santa Cruz","Varzinha","Varzinha",1433.94,"Açude Varzinha","Acude Varzinha","reservatorio","PE",1.11,98.2
1085996.3,"Piancó",9.09,2017-03-13,"PARAÍBA","AESA",108.6,12487,"Diamante / Ibiara","Vazante","Vazante",15491.15,"Açude Vazante","Acude Vazante","reservatorio","PB",4.87,53.5
835666.43,"Piancó",6.04,2017-03-15,"PARAÍBA","AESA",83.57,12488,"Conceição / Diamante","Video","Video",9153.04,"Açude Video","Acude Video","reservatorio","PB",0.7,11.6
2955405.04,"Banabuiú",20.96,2017-03-16,"CEARÁ","ANA",295.54,12489,"Boa Viagem","Vieirão","Vieirao",30011.22,"Açude Vieirão","Acude Vieirao","reservatorio","CE",0,0
NA,"PONTAL",11.8,2017-02-24,"PERNAMBUCO","ANA",NA,12490,"Petrolina","Vira Beiju","Vira Beiju",NA,"Açude Vira Beiju","Acude Vira Beiju","reservatorio","PE",0,0
0,"Paramirim",60.85,2017-03-03,"BAHIA","ANA",446.06,12491,"Paramirim","Zabumbão","Zabumbao",21520.73,"Barragem do Zabumbão","Barragem do Zabumbao","reservatorio","BA",25.07,41.2
1498009.89,"Piranhas/Assu",7.92,2017-01-17,"RIO GRANDE DO NORTE","ANA",149.8,12492,"Jardim do Seridó","Zangarelhas","Zangarelhas",11864.06,"Açude Zangarelhas","Acude Zangarelhas","reservatorio","RN",0.4,5.1
609252.16,"Capibaribe",2.75,2017-03-03,"PERNAMBUCO","ANA",60.93,12494,"Taquaritinga do Norte","Mateus Vieira","Mateus Vieira",5244.8,"Barragem do Estreito","Barragem do Estreito","reservatorio","PE",0,0
308550.7,"Ipojuca",1.17,2017-01-26,"PERNAMBUCO","ANA",30.86,12495,"Belo Jardim","Tabocas-Piaça","Tabocas-Piaca",3881.09,"Barragem de Tabocas","Barragem de Tabocas","reservatorio","PE",0.24,20.6
3545292.05,"Pajeu",14.52,2017-03-03,"PERNAMBUCO","ANA",354.53,12496,"São José do Belmonte","Arrodeio","Arrodeio",16608.35,"Açude Arrodeio","Acude Arrodeio","reservatorio","PE",0,0
0,"Curu",4.24,2017-03-18,"CEARÁ","ANA",30.12,12497,"Itapagé","Itapaje","Itapaje",4251.57,"Açude Itapaje","Acude Itapaje","reservatorio","CE",1.8,42.4
0,"Longá",250,NA,"PIAUÍ",NA,3583.57,21662,"Piracuruca","Piracuruca","Piracuruca",121375.66,"Açude Piracuruca","Acude Piracuruca","reservatorio","PI",NA,NA
