"DataInformacao","Fonte","Volume","VolumePercentual"
"19/04/2006","ANA","378.58",92
"19/04/2006","ANA","378.58",92
"20/04/2006","ANA","379.31",92.1
"20/04/2006","ANA","379.31",92.1
"21/04/2006","ANA","380.04",92.3
"21/04/2006","ANA","380.04",92.3
"22/04/2006","ANA","380.04",92.3
"22/04/2006","ANA","380.04",92.3
"23/04/2006","ANA","380.04",92.3
"23/04/2006","ANA","380.04",92.3
"24/04/2006","ANA","380.41",92.4
"24/04/2006","ANA","380.41",92.4
"25/04/2006","ANA","380.78",92.5
"25/04/2006","ANA","380.78",92.5
"26/04/2006","ANA","381.14",92.6
"26/04/2006","ANA","381.14",92.6
"27/04/2006","ANA","381.51",92.7
"27/04/2006","ANA","381.51",92.7
"28/04/2006","ANA","382.24",92.8
"28/04/2006","ANA","382.24",92.8
"29/04/2006","ANA","384.07",93.3
"29/04/2006","ANA","384.07",93.3
"30/04/2006","ANA","388.83",94.4
"30/04/2006","ANA","388.83",94.4
"01/05/2006","ANA","392.13",95.2
"01/05/2006","ANA","392.13",95.2
"02/05/2006","ANA","394.69",95.9
"02/05/2006","ANA","394.69",95.9
"03/05/2006","ANA","396.16",96.2
"03/05/2006","ANA","396.16",96.2
"04/05/2006","ANA","396.53",96.3
"04/05/2006","ANA","396.53",96.3
"05/05/2006","ANA","396.89",96.4
"05/05/2006","ANA","396.89",96.4
"06/05/2006","ANA","396.89",96.4
"06/05/2006","ANA","396.89",96.4
"07/05/2006","ANA","396.89",96.4
"07/05/2006","ANA","396.89",96.4
"08/05/2006","ANA","396.89",96.4
"08/05/2006","ANA","396.89",96.4
"09/05/2006","ANA","396.89",96.4
"09/05/2006","ANA","396.89",96.4
"10/05/2006","ANA","396.89",96.4
"10/05/2006","ANA","396.89",96.4
"11/05/2006","ANA","396.53",96.3
"11/05/2006","ANA","396.53",96.3
"12/05/2006","ANA","396.53",96.3
"12/05/2006","ANA","396.53",96.3
"13/05/2006","ANA","396.16",96.2
"13/05/2006","ANA","396.16",96.2
"14/05/2006","ANA","397.62",96.6
"14/05/2006","ANA","397.62",96.6
"31/05/2006","ANA","411.69",100
"31/05/2006","ANA","411.69",100
"30/06/2006","ANA","411.69",100
"30/06/2006","ANA","411.69",100
"31/07/2006","ANA","411.69",100
"31/07/2006","ANA","411.69",100
"27/08/2006","ANA","411.30",99.9
"27/08/2006","ANA","411.30",99.9
"28/08/2006","ANA","410.90",99.8
"28/08/2006","ANA","410.90",99.8
"29/08/2006","ANA","410.90",99.8
"29/08/2006","ANA","410.90",99.8
"30/08/2006","ANA","410.51",99.7
"30/08/2006","ANA","410.51",99.7
"31/08/2006","ANA","410.12",99.6
"31/08/2006","ANA","410.12",99.6
"01/09/2006","ANA","409.73",99.5
"01/09/2006","ANA","409.73",99.5
"02/09/2006","ANA","409.34",99.4
"02/09/2006","ANA","409.34",99.4
"03/09/2006","ANA","408.95",99.3
"03/09/2006","ANA","408.95",99.3
"04/09/2006","ANA","408.95",99.3
"04/09/2006","ANA","408.95",99.3
"05/09/2006","ANA","408.56",99.2
"05/09/2006","ANA","408.56",99.2
"06/09/2006","ANA","408.17",99.1
"06/09/2006","ANA","408.17",99.1
"07/09/2006","ANA","407.77",99
"07/09/2006","ANA","407.77",99
"08/09/2006","ANA","407.38",99
"08/09/2006","ANA","407.38",99
"09/09/2006","ANA","406.99",98.9
"09/09/2006","ANA","406.99",98.9
"10/09/2006","ANA","406.60",98.8
"10/09/2006","ANA","406.60",98.8
"11/09/2006","ANA","406.21",98.7
"11/09/2006","ANA","406.21",98.7
"12/09/2006","ANA","405.82",98.6
"12/09/2006","ANA","405.82",98.6
"13/09/2006","ANA","405.43",98.5
"13/09/2006","ANA","405.43",98.5
"14/09/2006","ANA","405.03",98.4
"14/09/2006","ANA","405.03",98.4
"15/09/2006","ANA","404.64",98.3
"15/09/2006","ANA","404.64",98.3
"16/09/2006","ANA","404.25",98.2
"16/09/2006","ANA","404.25",98.2
"17/09/2006","ANA","403.86",98.1
"17/09/2006","ANA","403.86",98.1
"18/09/2006","ANA","403.86",98.1
"18/09/2006","ANA","403.86",98.1
"19/09/2006","ANA","403.47",98
"19/09/2006","ANA","403.47",98
"20/09/2006","ANA","403.08",97.9
"20/09/2006","ANA","403.08",97.9
"21/09/2006","ANA","402.69",97.8
"21/09/2006","ANA","402.69",97.8
"22/09/2006","ANA","402.30",97.7
"22/09/2006","ANA","402.30",97.7
"23/09/2006","ANA","401.90",97.6
"23/09/2006","ANA","401.90",97.6
"24/09/2006","ANA","401.51",97.5
"24/09/2006","ANA","401.51",97.5
"25/09/2006","ANA","401.12",97.4
"25/09/2006","ANA","401.12",97.4
"26/09/2006","ANA","400.73",97.3
"26/09/2006","ANA","400.73",97.3
"27/09/2006","ANA","400.73",97.3
"27/09/2006","ANA","400.73",97.3
"28/09/2006","ANA","400.34",97.2
"28/09/2006","ANA","400.34",97.2
"29/09/2006","ANA","399.95",97.2
"29/09/2006","ANA","399.95",97.2
"30/09/2006","ANA","399.56",97
"30/09/2006","ANA","399.56",97
"01/10/2006","ANA","399.17",97
"01/10/2006","ANA","399.17",97
"02/10/2006","ANA","398.77",96.9
"02/10/2006","ANA","398.77",96.9
"03/10/2006","ANA","398.38",96.8
"03/10/2006","ANA","398.38",96.8
"04/10/2006","ANA","397.62",96.6
"04/10/2006","ANA","397.62",96.6
"05/10/2006","ANA","397.26",96.5
"05/10/2006","ANA","397.26",96.5
"06/10/2006","ANA","396.89",96.4
"06/10/2006","ANA","396.89",96.4
"07/10/2006","ANA","396.53",96.3
"07/10/2006","ANA","396.53",96.3
"08/10/2006","ANA","396.16",96.2
"08/10/2006","ANA","396.16",96.2
"09/10/2006","ANA","395.79",96.1
"09/10/2006","ANA","395.79",96.1
"10/10/2006","ANA","395.43",96
"10/10/2006","ANA","395.43",96
"11/10/2006","ANA","395.06",96
"11/10/2006","ANA","395.06",96
"12/10/2006","ANA","394.69",95.9
"12/10/2006","ANA","394.69",95.9
"13/10/2006","ANA","394.33",95.8
"13/10/2006","ANA","394.33",95.8
"14/10/2006","ANA","393.96",95.7
"14/10/2006","ANA","393.96",95.7
"15/10/2006","ANA","393.60",95.6
"15/10/2006","ANA","393.60",95.6
"16/10/2006","ANA","393.60",95.6
"16/10/2006","ANA","393.60",95.6
"17/10/2006","ANA","393.23",95.5
"17/10/2006","ANA","393.23",95.5
"18/10/2006","ANA","392.86",95.4
"18/10/2006","ANA","392.86",95.4
"19/10/2006","ANA","392.50",95.3
"19/10/2006","ANA","392.50",95.3
"20/10/2006","ANA","392.13",95.2
"20/10/2006","ANA","392.13",95.2
"21/10/2006","ANA","391.76",95.2
"21/10/2006","ANA","391.76",95.2
"22/10/2006","ANA","391.40",95.1
"22/10/2006","ANA","391.40",95.1
"23/10/2006","ANA","391.03",95
"23/10/2006","ANA","391.03",95
"24/10/2006","ANA","390.67",94.9
"24/10/2006","ANA","390.67",94.9
"25/10/2006","ANA","390.30",94.8
"25/10/2006","ANA","390.30",94.8
"26/10/2006","ANA","389.93",94.7
"26/10/2006","ANA","389.93",94.7
"27/10/2006","ANA","389.57",94.6
"27/10/2006","ANA","389.57",94.6
"28/10/2006","ANA","389.20",94.5
"28/10/2006","ANA","389.20",94.5
"29/10/2006","ANA","388.83",94.4
"29/10/2006","ANA","388.83",94.4
"30/10/2006","ANA","388.47",94.4
"30/10/2006","ANA","388.47",94.4
"31/10/2006","ANA","388.10",94.3
"31/10/2006","ANA","388.10",94.3
"01/11/2006","ANA","387.74",94.2
"01/11/2006","ANA","387.74",94.2
"02/11/2006","ANA","387.37",94.1
"02/11/2006","ANA","387.37",94.1
"03/11/2006","ANA","387.00",94
"03/11/2006","ANA","387.00",94
"04/11/2006","ANA","386.64",93.9
"04/11/2006","ANA","386.64",93.9
"05/11/2006","ANA","386.27",93.8
"05/11/2006","ANA","386.27",93.8
"06/11/2006","ANA","385.90",93.7
"06/11/2006","ANA","385.90",93.7
"07/11/2006","ANA","385.54",93.6
"07/11/2006","ANA","385.54",93.6
"08/11/2006","ANA","385.17",93.6
"08/11/2006","ANA","385.17",93.6
"09/11/2006","ANA","385.17",93.6
"09/11/2006","ANA","385.17",93.6
"10/11/2006","ANA","384.44",93.4
"10/11/2006","ANA","384.44",93.4
"11/11/2006","ANA","384.07",93.3
"11/11/2006","ANA","384.07",93.3
"12/11/2006","ANA","383.71",93.2
"12/11/2006","ANA","383.71",93.2
"13/11/2006","ANA","382.97",93
"13/11/2006","ANA","382.97",93
"14/11/2006","ANA","382.61",92.9
"14/11/2006","ANA","382.61",92.9
"15/11/2006","ANA","382.24",92.8
"15/11/2006","ANA","382.24",92.8
"16/11/2006","ANA","382.24",92.8
"16/11/2006","ANA","382.24",92.8
"17/11/2006","ANA","382.24",92.8
"17/11/2006","ANA","382.24",92.8
"18/11/2006","ANA","381.88",92.8
"18/11/2006","ANA","381.88",92.8
"19/11/2006","ANA","381.51",92.7
"19/11/2006","ANA","381.51",92.7
"20/11/2006","ANA","381.14",92.6
"20/11/2006","ANA","381.14",92.6
"21/11/2006","ANA","380.78",92.5
"21/11/2006","ANA","380.78",92.5
"22/11/2006","ANA","380.41",92.4
"22/11/2006","ANA","380.41",92.4
"23/11/2006","ANA","380.04",92.3
"23/11/2006","ANA","380.04",92.3
"24/11/2006","ANA","379.68",92.2
"24/11/2006","ANA","379.68",92.2
"25/11/2006","ANA","379.31",92.1
"25/11/2006","ANA","379.31",92.1
"26/11/2006","ANA","378.95",92
"26/11/2006","ANA","378.95",92
"27/11/2006","ANA","378.58",92
"27/11/2006","ANA","378.58",92
"28/11/2006","ANA","378.21",91.9
"28/11/2006","ANA","378.21",91.9
"29/11/2006","ANA","377.85",91.8
"29/11/2006","ANA","377.85",91.8
"30/11/2006","ANA","377.49",91.7
"30/11/2006","ANA","377.49",91.7
"01/12/2006","ANA","377.49",91.7
"01/12/2006","ANA","377.49",91.7
"02/12/2006","ANA","377.14",91.6
"02/12/2006","ANA","377.14",91.6
"03/12/2006","ANA","376.79",91.5
"03/12/2006","ANA","376.79",91.5
"04/12/2006","ANA","376.43",91.4
"04/12/2006","ANA","376.43",91.4
"05/12/2006","ANA","376.08",91.4
"05/12/2006","ANA","376.08",91.4
"06/12/2006","ANA","375.73",91.3
"06/12/2006","ANA","375.73",91.3
"07/12/2006","ANA","375.37",91.2
"07/12/2006","ANA","375.37",91.2
"08/12/2006","ANA","375.02",91.1
"08/12/2006","ANA","375.02",91.1
"09/12/2006","ANA","374.67",91
"09/12/2006","ANA","374.67",91
"10/12/2006","ANA","374.31",90.9
"10/12/2006","ANA","374.31",90.9
"11/12/2006","ANA","373.60",90.8
"11/12/2006","ANA","373.60",90.8
"12/12/2006","ANA","373.25",90.7
"12/12/2006","ANA","373.25",90.7
"13/12/2006","ANA","372.90",90.6
"13/12/2006","ANA","372.90",90.6
"14/12/2006","ANA","372.90",90.6
"14/12/2006","ANA","372.90",90.6
"15/12/2006","ANA","372.54",90.5
"15/12/2006","ANA","372.54",90.5
"16/12/2006","ANA","372.19",90.4
"16/12/2006","ANA","372.19",90.4
"17/12/2006","ANA","371.84",90.3
"17/12/2006","ANA","371.84",90.3
"18/12/2006","ANA","371.48",90.2
"18/12/2006","ANA","371.48",90.2
"19/12/2006","ANA","370.78",90.1
"19/12/2006","ANA","370.78",90.1
"20/12/2006","ANA","370.42",90
"20/12/2006","ANA","370.42",90
"21/12/2006","ANA","370.07",89.9
"21/12/2006","ANA","370.07",89.9
"22/12/2006","ANA","369.72",89.8
"22/12/2006","ANA","369.72",89.8
"23/12/2006","ANA","369.36",89.7
"23/12/2006","ANA","369.36",89.7
"24/12/2006","ANA","369.01",89.6
"24/12/2006","ANA","369.01",89.6
"25/12/2006","ANA","368.66",89.6
"25/12/2006","ANA","368.66",89.6
"26/12/2006","ANA","368.30",89.5
"26/12/2006","ANA","368.30",89.5
"27/12/2006","ANA","367.95",89.4
"27/12/2006","ANA","367.95",89.4
"28/12/2006","ANA","367.59",89.3
"28/12/2006","ANA","367.59",89.3
"29/12/2006","ANA","367.24",89.2
"29/12/2006","ANA","367.24",89.2
"30/12/2006","ANA","366.89",89.1
"30/12/2006","ANA","366.89",89.1
"31/12/2006","ANA","366.89",89.1
"31/12/2006","ANA","366.89",89.1
"01/01/2007","ANA","366.53",89
"01/01/2007","ANA","366.53",89
"02/01/2007","ANA","366.18",89
"02/01/2007","ANA","366.18",89
"03/01/2007","ANA","365.83",88.9
"03/01/2007","ANA","365.83",88.9
"04/01/2007","ANA","365.83",88.9
"04/01/2007","ANA","365.83",88.9
"05/01/2007","ANA","365.47",88.8
"05/01/2007","ANA","365.47",88.8
"06/01/2007","ANA","365.12",88.7
"06/01/2007","ANA","365.12",88.7
"07/01/2007","ANA","364.77",88.6
"07/01/2007","ANA","364.77",88.6
"08/01/2007","ANA","364.77",88.6
"08/01/2007","ANA","364.77",88.6
"09/01/2007","ANA","364.41",88.5
"09/01/2007","ANA","364.41",88.5
"10/01/2007","ANA","364.06",88.4
"10/01/2007","ANA","364.06",88.4
"11/01/2007","ANA","363.71",88.3
"11/01/2007","ANA","363.71",88.3
"12/01/2007","ANA","363.35",88.3
"12/01/2007","ANA","363.35",88.3
"13/01/2007","ANA","363.00",88.2
"13/01/2007","ANA","363.00",88.2
"14/01/2007","ANA","362.65",88.1
"14/01/2007","ANA","362.65",88.1
"15/01/2007","ANA","362.29",88
"15/01/2007","ANA","362.29",88
"16/01/2007","ANA","361.94",87.9
"16/01/2007","ANA","361.94",87.9
"17/01/2007","ANA","361.59",87.8
"17/01/2007","ANA","361.59",87.8
"18/01/2007","ANA","361.23",87.7
"18/01/2007","ANA","361.23",87.7
"19/01/2007","ANA","360.88",87.7
"19/01/2007","ANA","360.88",87.7
"20/01/2007","ANA","360.52",87.6
"20/01/2007","ANA","360.52",87.6
"21/01/2007","ANA","360.17",87.5
"21/01/2007","ANA","360.17",87.5
"22/01/2007","ANA","359.46",87.3
"22/01/2007","ANA","359.46",87.3
"23/01/2007","ANA","359.11",87.2
"23/01/2007","ANA","359.11",87.2
"24/01/2007","ANA","358.76",87.1
"24/01/2007","ANA","358.76",87.1
"25/01/2007","ANA","358.40",87.1
"25/01/2007","ANA","358.40",87.1
"26/01/2007","ANA","358.05",87
"26/01/2007","ANA","358.05",87
"27/01/2007","ANA","357.70",86.9
"27/01/2007","ANA","357.70",86.9
"28/01/2007","ANA","357.34",86.8
"28/01/2007","ANA","357.34",86.8
"29/01/2007","ANA","356.99",86.7
"29/01/2007","ANA","356.99",86.7
"30/01/2007","ANA","356.64",86.6
"30/01/2007","ANA","356.64",86.6
"31/01/2007","ANA","355.93",86.5
"31/01/2007","ANA","355.93",86.5
"01/02/2007","ANA","355.58",86.4
"01/02/2007","ANA","355.58",86.4
"02/02/2007","ANA","355.22",86.3
"02/02/2007","ANA","355.22",86.3
"03/02/2007","ANA","354.87",86.2
"03/02/2007","ANA","354.87",86.2
"04/02/2007","ANA","354.52",86.1
"04/02/2007","ANA","354.52",86.1
"05/02/2007","ANA","354.16",86
"05/02/2007","ANA","354.16",86
"06/02/2007","ANA","353.81",85.9
"06/02/2007","ANA","353.81",85.9
"07/02/2007","ANA","353.45",85.8
"07/02/2007","ANA","353.45",85.8
"08/02/2007","ANA","353.10",85.8
"08/02/2007","ANA","353.10",85.8
"09/02/2007","ANA","352.75",85.7
"09/02/2007","ANA","352.75",85.7
"10/02/2007","ANA","352.39",85.6
"10/02/2007","ANA","352.39",85.6
"11/02/2007","ANA","352.04",85.5
"11/02/2007","ANA","352.04",85.5
"12/02/2007","ANA","351.33",85.3
"12/02/2007","ANA","351.33",85.3
"13/02/2007","ANA","350.98",85.2
"13/02/2007","ANA","350.98",85.2
"14/02/2007","ANA","350.63",85.2
"14/02/2007","ANA","350.63",85.2
"15/02/2007","ANA","356.64",86.6
"15/02/2007","ANA","356.64",86.6
"16/02/2007","ANA","357.70",86.9
"16/02/2007","ANA","357.70",86.9
"17/02/2007","ANA","357.70",86.9
"17/02/2007","ANA","357.70",86.9
"18/02/2007","ANA","357.34",86.8
"18/02/2007","ANA","357.34",86.8
"19/02/2007","ANA","356.99",86.7
"19/02/2007","ANA","356.99",86.7
"20/02/2007","ANA","356.99",86.7
"20/02/2007","ANA","356.99",86.7
"21/02/2007","ANA","359.11",87.2
"21/02/2007","ANA","359.11",87.2
"22/02/2007","ANA","362.29",88
"22/02/2007","ANA","362.29",88
"23/02/2007","ANA","365.83",88.9
"23/02/2007","ANA","365.83",88.9
"24/02/2007","ANA","366.53",89
"24/02/2007","ANA","366.53",89
"25/02/2007","ANA","367.24",89.2
"25/02/2007","ANA","367.24",89.2
"26/02/2007","ANA","367.59",89.3
"26/02/2007","ANA","367.59",89.3
"27/02/2007","ANA","367.59",89.3
"27/02/2007","ANA","367.59",89.3
"28/02/2007","ANA","367.24",89.2
"28/02/2007","ANA","367.24",89.2
"01/03/2007","ANA","368.66",89.6
"01/03/2007","ANA","368.66",89.6
"02/03/2007","ANA","369.36",89.7
"02/03/2007","ANA","369.36",89.7
"03/03/2007","ANA","369.36",89.7
"03/03/2007","ANA","369.36",89.7
"04/03/2007","ANA","369.36",89.7
"04/03/2007","ANA","369.36",89.7
"05/03/2007","ANA","369.72",89.8
"05/03/2007","ANA","369.72",89.8
"06/03/2007","ANA","369.72",89.8
"06/03/2007","ANA","369.72",89.8
"07/03/2007","ANA","369.72",89.8
"07/03/2007","ANA","369.72",89.8
"08/03/2007","ANA","369.36",89.7
"08/03/2007","ANA","369.36",89.7
"09/03/2007","ANA","369.01",89.6
"09/03/2007","ANA","369.01",89.6
"10/03/2007","ANA","369.01",89.6
"10/03/2007","ANA","369.01",89.6
"11/03/2007","ANA","369.01",89.6
"11/03/2007","ANA","369.01",89.6
"12/03/2007","ANA","369.01",89.6
"12/03/2007","ANA","369.01",89.6
"13/03/2007","ANA","369.01",89.6
"13/03/2007","ANA","369.01",89.6
"14/03/2007","ANA","369.01",89.6
"14/03/2007","ANA","369.01",89.6
"15/03/2007","ANA","369.01",89.6
"15/03/2007","ANA","369.01",89.6
"16/03/2007","ANA","368.66",89.6
"16/03/2007","ANA","368.66",89.6
"17/03/2007","ANA","368.66",89.6
"17/03/2007","ANA","368.66",89.6
"18/03/2007","ANA","368.66",89.6
"18/03/2007","ANA","368.66",89.6
"19/03/2007","ANA","368.66",89.6
"19/03/2007","ANA","368.66",89.6
"20/03/2007","ANA","368.66",89.6
"20/03/2007","ANA","368.66",89.6
"21/03/2007","ANA","368.30",89.5
"21/03/2007","ANA","368.30",89.5
"22/03/2007","ANA","367.95",89.4
"22/03/2007","ANA","367.95",89.4
"23/03/2007","ANA","367.95",89.4
"23/03/2007","ANA","367.95",89.4
"24/03/2007","ANA","367.59",89.3
"24/03/2007","ANA","367.59",89.3
"25/03/2007","ANA","367.24",89.2
"25/03/2007","ANA","367.24",89.2
"26/03/2007","ANA","366.89",89.1
"26/03/2007","ANA","366.89",89.1
"27/03/2007","ANA","366.53",89
"27/03/2007","ANA","366.53",89
"28/03/2007","ANA","366.53",89
"28/03/2007","ANA","366.53",89
"29/03/2007","ANA","366.18",89
"29/03/2007","ANA","366.18",89
"30/03/2007","ANA","365.83",88.9
"30/03/2007","ANA","365.83",88.9
"31/03/2007","ANA","365.47",88.8
"31/03/2007","ANA","365.47",88.8
"01/04/2007","ANA","365.12",88.7
"01/04/2007","ANA","365.12",88.7
"02/04/2007","ANA","364.77",88.6
"02/04/2007","ANA","364.77",88.6
"03/04/2007","ANA","364.41",88.5
"03/04/2007","ANA","364.41",88.5
"04/04/2007","ANA","364.06",88.4
"04/04/2007","ANA","364.06",88.4
"05/04/2007","ANA","363.71",88.3
"05/04/2007","ANA","363.71",88.3
"06/04/2007","ANA","363.35",88.3
"06/04/2007","ANA","363.35",88.3
"07/04/2007","ANA","363.00",88.2
"07/04/2007","ANA","363.00",88.2
"08/04/2007","ANA","362.65",88.1
"08/04/2007","ANA","362.65",88.1
"09/04/2007","ANA","362.29",88
"09/04/2007","ANA","362.29",88
"10/04/2007","ANA","361.94",87.9
"10/04/2007","ANA","361.94",87.9
"11/04/2007","ANA","361.59",87.8
"11/04/2007","ANA","361.59",87.8
"12/04/2007","ANA","360.88",87.7
"12/04/2007","ANA","360.88",87.7
"13/04/2007","ANA","360.52",87.6
"13/04/2007","ANA","360.52",87.6
"14/04/2007","ANA","360.17",87.5
"14/04/2007","ANA","360.17",87.5
"15/04/2007","ANA","359.82",87.4
"15/04/2007","ANA","359.82",87.4
"16/04/2007","ANA","359.46",87.3
"16/04/2007","ANA","359.46",87.3
"17/04/2007","ANA","359.11",87.2
"17/04/2007","ANA","359.11",87.2
"18/04/2007","ANA","358.76",87.1
"18/04/2007","ANA","358.76",87.1
"19/04/2007","ANA","358.40",87.1
"19/04/2007","ANA","358.40",87.1
"20/04/2007","ANA","358.76",87.1
"20/04/2007","ANA","358.76",87.1
"21/04/2007","ANA","358.76",87.1
"21/04/2007","ANA","358.76",87.1
"22/04/2007","ANA","358.76",87.1
"22/04/2007","ANA","358.76",87.1
"23/04/2007","ANA","358.76",87.1
"23/04/2007","ANA","358.76",87.1
"24/04/2007","ANA","358.40",87.1
"24/04/2007","ANA","358.40",87.1
"25/04/2007","ANA","358.05",87
"25/04/2007","ANA","358.05",87
"26/04/2007","ANA","358.40",87.1
"26/04/2007","ANA","358.40",87.1
"27/04/2007","ANA","358.05",87
"27/04/2007","ANA","358.05",87
"28/04/2007","ANA","358.05",87
"28/04/2007","ANA","358.05",87
"29/04/2007","ANA","358.40",87.1
"29/04/2007","ANA","358.40",87.1
"30/04/2007","ANA","358.40",87.1
"30/04/2007","ANA","358.40",87.1
"01/05/2007","ANA","358.40",87.1
"01/05/2007","ANA","358.40",87.1
"02/05/2007","ANA","358.40",87.1
"02/05/2007","ANA","358.40",87.1
"03/05/2007","ANA","357.34",86.8
"03/05/2007","ANA","357.34",86.8
"04/05/2007","ANA","356.99",86.7
"04/05/2007","ANA","356.99",86.7
"05/05/2007","ANA","356.64",86.6
"05/05/2007","ANA","356.64",86.6
"06/05/2007","ANA","356.64",86.6
"06/05/2007","ANA","356.64",86.6
"07/05/2007","ANA","356.28",86.5
"07/05/2007","ANA","356.28",86.5
"08/05/2007","ANA","356.28",86.5
"08/05/2007","ANA","356.28",86.5
"09/05/2007","ANA","355.93",86.5
"09/05/2007","ANA","355.93",86.5
"10/05/2007","ANA","355.58",86.4
"10/05/2007","ANA","355.58",86.4
"11/05/2007","ANA","355.22",86.3
"11/05/2007","ANA","355.22",86.3
"12/05/2007","ANA","354.87",86.2
"12/05/2007","ANA","354.87",86.2
"13/05/2007","ANA","354.52",86.1
"13/05/2007","ANA","354.52",86.1
"14/05/2007","ANA","354.16",86
"14/05/2007","ANA","354.16",86
"15/05/2007","ANA","353.81",85.9
"15/05/2007","ANA","353.81",85.9
"16/05/2007","ANA","353.45",85.8
"16/05/2007","ANA","353.45",85.8
"17/05/2007","ANA","353.45",85.8
"17/05/2007","ANA","353.45",85.8
"18/05/2007","ANA","353.10",85.8
"18/05/2007","ANA","353.10",85.8
"19/05/2007","ANA","352.75",85.7
"19/05/2007","ANA","352.75",85.7
"20/05/2007","ANA","352.39",85.6
"20/05/2007","ANA","352.39",85.6
"21/05/2007","ANA","352.39",85.6
"21/05/2007","ANA","352.39",85.6
"22/05/2007","ANA","352.04",85.5
"22/05/2007","ANA","352.04",85.5
"23/05/2007","ANA","351.69",85.4
"23/05/2007","ANA","351.69",85.4
"24/05/2007","ANA","351.33",85.3
"24/05/2007","ANA","351.33",85.3
"25/05/2007","ANA","351.33",85.3
"25/05/2007","ANA","351.33",85.3
"26/05/2007","ANA","350.98",85.2
"26/05/2007","ANA","350.98",85.2
"27/05/2007","ANA","350.98",85.2
"27/05/2007","ANA","350.98",85.2
"28/05/2007","ANA","350.98",85.2
"28/05/2007","ANA","350.98",85.2
"29/05/2007","ANA","350.63",85.2
"29/05/2007","ANA","350.63",85.2
"30/05/2007","ANA","350.63",85.2
"30/05/2007","ANA","350.63",85.2
"31/05/2007","ANA","350.27",85.1
"31/05/2007","ANA","350.27",85.1
"01/06/2007","ANA","349.92",85
"01/06/2007","ANA","349.92",85
"02/06/2007","ANA","349.57",84.9
"02/06/2007","ANA","349.57",84.9
"03/06/2007","ANA","349.57",84.9
"03/06/2007","ANA","349.57",84.9
"04/06/2007","ANA","349.57",84.9
"04/06/2007","ANA","349.57",84.9
"05/06/2007","ANA","348.86",84.7
"05/06/2007","ANA","348.86",84.7
"06/06/2007","ANA","348.86",84.7
"06/06/2007","ANA","348.86",84.7
"07/06/2007","ANA","348.51",84.6
"07/06/2007","ANA","348.51",84.6
"08/06/2007","ANA","348.15",84.6
"08/06/2007","ANA","348.15",84.6
"09/06/2007","ANA","347.80",84.5
"09/06/2007","ANA","347.80",84.5
"10/06/2007","ANA","347.45",84.4
"10/06/2007","ANA","347.45",84.4
"11/06/2007","ANA","347.09",84.3
"11/06/2007","ANA","347.09",84.3
"12/06/2007","ANA","346.74",84.2
"12/06/2007","ANA","346.74",84.2
"13/06/2007","ANA","346.74",84.2
"13/06/2007","ANA","346.74",84.2
"14/06/2007","ANA","346.74",84.2
"14/06/2007","ANA","346.74",84.2
"15/06/2007","ANA","346.38",84.1
"15/06/2007","ANA","346.38",84.1
"16/06/2007","ANA","346.03",84
"16/06/2007","ANA","346.03",84
"17/06/2007","ANA","346.03",84
"17/06/2007","ANA","346.03",84
"18/06/2007","ANA","346.03",84
"18/06/2007","ANA","346.03",84
"19/06/2007","ANA","345.68",84
"19/06/2007","ANA","345.68",84
"20/06/2007","ANA","345.68",84
"20/06/2007","ANA","345.68",84
"21/06/2007","ANA","345.32",83.9
"21/06/2007","ANA","345.32",83.9
"22/06/2007","ANA","344.97",83.8
"22/06/2007","ANA","344.97",83.8
"23/06/2007","ANA","344.97",83.8
"23/06/2007","ANA","344.97",83.8
"24/06/2007","ANA","344.62",83.7
"24/06/2007","ANA","344.62",83.7
"25/06/2007","ANA","344.26",83.6
"25/06/2007","ANA","344.26",83.6
"26/06/2007","ANA","343.91",83.5
"26/06/2007","ANA","343.91",83.5
"27/06/2007","ANA","344.26",83.6
"27/06/2007","ANA","344.26",83.6
"28/06/2007","ANA","344.26",83.6
"28/06/2007","ANA","344.26",83.6
"29/06/2007","ANA","344.26",83.6
"29/06/2007","ANA","344.26",83.6
"30/06/2007","ANA","343.91",83.5
"30/06/2007","ANA","343.91",83.5
"01/07/2007","ANA","343.91",83.5
"01/07/2007","ANA","343.91",83.5
"02/07/2007","ANA","343.56",83.4
"02/07/2007","ANA","343.56",83.4
"03/07/2007","ANA","343.56",83.4
"03/07/2007","ANA","343.56",83.4
"04/07/2007","ANA","343.20",83.4
"04/07/2007","ANA","343.20",83.4
"05/07/2007","ANA","342.85",83.3
"05/07/2007","ANA","342.85",83.3
"06/07/2007","ANA","342.50",83.2
"06/07/2007","ANA","342.50",83.2
"07/07/2007","ANA","341.82",83
"07/07/2007","ANA","341.82",83
"08/07/2007","ANA","341.48",82.9
"08/07/2007","ANA","341.48",82.9
"09/07/2007","ANA","341.14",82.9
"09/07/2007","ANA","341.14",82.9
"10/07/2007","ANA","341.14",82.9
"10/07/2007","ANA","341.14",82.9
"11/07/2007","ANA","340.80",82.8
"11/07/2007","ANA","340.80",82.8
"12/07/2007","ANA","340.46",82.7
"12/07/2007","ANA","340.46",82.7
"13/07/2007","ANA","340.46",82.7
"13/07/2007","ANA","340.46",82.7
"14/07/2007","ANA","340.12",82.6
"14/07/2007","ANA","340.12",82.6
"15/07/2007","ANA","340.12",82.6
"15/07/2007","ANA","340.12",82.6
"16/07/2007","ANA","339.78",82.5
"16/07/2007","ANA","339.78",82.5
